beep,pulseRate,pulseWaveform,bloodSpO2,time,
False,63,169,97,2018-06-13 11:45:11.120865,
False,63,168,97,2018-06-13 11:45:11.137541,
False,63,166,97,2018-06-13 11:45:11.154231,
False,63,164,97,2018-06-13 11:45:11.170931,
False,63,161,97,2018-06-13 11:45:11.187536,
False,63,159,97,2018-06-13 11:45:11.204218,
False,63,157,97,2018-06-13 11:45:11.220870,
False,63,156,97,2018-06-13 11:45:11.237578,
False,63,154,97,2018-06-13 11:45:11.254250,
False,63,153,97,2018-06-13 11:45:11.270923,
False,63,152,97,2018-06-13 11:45:11.287533,
False,63,151,97,2018-06-13 11:45:11.304226,
False,63,152,97,2018-06-13 11:45:11.320895,
False,63,154,97,2018-06-13 11:45:11.337522,
False,63,156,97,2018-06-13 11:45:11.354210,
False,63,159,97,2018-06-13 11:45:11.370878,
False,63,163,97,2018-06-13 11:45:11.387545,
False,63,167,97,2018-06-13 11:45:11.404199,
False,63,171,97,2018-06-13 11:45:11.420857,
False,63,176,97,2018-06-13 11:45:11.437525,
False,63,180,97,2018-06-13 11:45:11.454200,
False,63,184,97,2018-06-13 11:45:11.470840,
False,63,187,97,2018-06-13 11:45:11.487524,
False,63,190,97,2018-06-13 11:45:11.504204,
False,63,192,97,2018-06-13 11:45:11.520849,
False,63,192,97,2018-06-13 11:45:11.537522,
False,63,193,97,2018-06-13 11:45:11.554249,
False,63,192,97,2018-06-13 11:45:11.570857,
False,63,192,97,2018-06-13 11:45:11.587522,
False,63,191,97,2018-06-13 11:45:11.604257,
False,63,190,97,2018-06-13 11:45:11.620856,
False,63,189,97,2018-06-13 11:45:11.637530,
False,63,188,97,2018-06-13 11:45:11.654178,
True,70,186,97,2018-06-13 11:45:11.670869,
True,70,185,97,2018-06-13 11:45:11.687544,
False,70,183,97,2018-06-13 11:45:11.704196,
False,70,182,97,2018-06-13 11:45:11.720861,
False,70,180,97,2018-06-13 11:45:11.737534,
False,70,179,97,2018-06-13 11:45:11.754184,
False,70,177,97,2018-06-13 11:45:11.770863,
False,70,175,97,2018-06-13 11:45:11.787531,
False,70,173,97,2018-06-13 11:45:11.804188,
False,70,171,97,2018-06-13 11:45:11.820857,
False,70,169,97,2018-06-13 11:45:11.837515,
False,70,168,97,2018-06-13 11:45:11.854187,
False,70,166,97,2018-06-13 11:45:11.870853,
False,70,164,97,2018-06-13 11:45:11.887509,
False,70,162,97,2018-06-13 11:45:11.904188,
False,70,160,97,2018-06-13 11:45:11.920899,
False,70,158,97,2018-06-13 11:45:11.937496,
False,70,157,97,2018-06-13 11:45:11.954223,
False,70,155,97,2018-06-13 11:45:11.970861,
False,70,155,97,2018-06-13 11:45:11.987533,
False,70,154,97,2018-06-13 11:45:12.004245,
False,70,153,97,2018-06-13 11:45:12.020851,
False,70,153,97,2018-06-13 11:45:12.037530,
False,70,152,97,2018-06-13 11:45:12.054216,
False,70,151,97,2018-06-13 11:45:12.070834,
False,70,150,97,2018-06-13 11:45:12.087516,
False,70,150,97,2018-06-13 11:45:12.104195,
False,70,150,97,2018-06-13 11:45:12.120853,
False,70,152,97,2018-06-13 11:45:12.137569,
False,70,154,97,2018-06-13 11:45:12.154192,
False,70,158,97,2018-06-13 11:45:12.170850,
False,70,163,97,2018-06-13 11:45:12.187545,
False,70,168,97,2018-06-13 11:45:12.204196,
False,70,173,97,2018-06-13 11:45:12.220850,
False,70,178,97,2018-06-13 11:45:12.237523,
False,70,183,97,2018-06-13 11:45:12.254188,
False,70,188,97,2018-06-13 11:45:12.270846,
False,70,191,97,2018-06-13 11:45:12.287530,
False,70,194,97,2018-06-13 11:45:12.304192,
False,70,197,97,2018-06-13 11:45:12.320856,
False,70,198,97,2018-06-13 11:45:12.337548,
False,70,199,97,2018-06-13 11:45:12.354178,
False,70,199,97,2018-06-13 11:45:12.370862,
False,70,199,97,2018-06-13 11:45:12.387558,
False,70,198,97,2018-06-13 11:45:12.404181,
False,70,197,97,2018-06-13 11:45:12.420855,
False,70,197,97,2018-06-13 11:45:12.437548,
False,70,196,97,2018-06-13 11:45:12.454170,
False,70,194,97,2018-06-13 11:45:12.470847,
False,70,193,97,2018-06-13 11:45:12.487526,
False,70,192,97,2018-06-13 11:45:12.504174,
False,70,190,97,2018-06-13 11:45:12.520848,
