pulseWaveform1,pulseRate1,time1,pulseWaveform2,pulseRate2,time2
176,80,64.215654,160,80,64.141351
175,80,64.232311,159,80,64.158033
174,80,64.249248,159,80,64.17495
173,80,64.265625,160,80,64.191345
171,80,64.28235,161,80,64.208032
169,80,64.299295,162,80,64.224854
168,80,64.315622,163,80,64.241363
165,80,64.332413,164,80,64.25836
162,80,64.348957,163,80,64.274667
160,80,64.365706,162,80,64.291301
157,80,64.382406,161,80,64.308302
155,80,64.398945,159,80,64.324729
153,80,64.41567,157,80,64.341327
151,80,64.432535,155,80,64.358388
150,80,64.448934,154,80,64.374709
148,80,64.465627,153,80,64.391321
147,80,64.482751,151,80,64.408551
146,80,64.498942,150,80,64.424687
145,80,64.515653,150,80,64.441331
144,80,64.532998,149,80,64.458555
143,80,64.54897,148,80,64.474679
142,80,64.565638,147,80,64.491369
141,80,64.582521,146,80,64.508285
141,80,64.598926,145,80,64.524686
141,80,64.615651,145,80,64.541357
144,80,64.632733,145,80,64.558263
149,80,64.648918,147,80,64.574681
158,80,64.665636,151,80,64.59133
168,80,64.682417,158,80,64.608428
179,80,64.698956,166,80,64.624672
190,80,64.715649,175,80,64.641329
199,80,64.732422,185,80,64.658338
204,80,64.748954,193,80,64.67463
207,80,64.765611,199,80,64.691324
206,80,64.783216,201,80,64.709511
204,80,64.79894,201,80,64.72467
201,81,64.815668,198,80,64.741337
197,81,64.832553,193,80,64.758301
193,81,64.84891,187,80,64.774688
188,81,64.865648,181,80,64.791353
184,81,64.882643,175,80,64.808653
181,81,64.898942,169,80,64.824653
178,81,64.91569,164,80,64.841308
176,81,64.932463,161,80,64.858453
174,81,64.948945,158,80,64.874664
173,81,64.965639,157,80,64.891351
172,81,64.982578,157,80,64.908334
171,81,64.99893,158,80,64.924632
170,81,65.015638,159,80,64.941368
168,81,65.032435,160,80,64.959231
167,81,65.048959,162,80,64.974675
165,81,65.065643,162,80,64.991296
163,81,65.082479,163,80,65.008199
160,81,65.098929,162,80,65.024709
158,81,65.115635,161,80,65.041291
155,81,65.132517,159,80,65.05859
152,81,65.14892,157,80,65.074664
150,81,65.165646,156,80,65.091306
149,81,65.182593,154,80,65.108212
147,81,65.198935,152,80,65.124676
146,81,65.215656,151,80,65.141415
145,81,65.23249,150,80,65.157988
144,81,65.2489,148,80,65.174679
144,81,65.265701,148,80,65.191369
143,81,65.282605,147,80,65.208413
143,81,65.298914,146,80,65.224638
142,81,65.31565,146,80,65.241311
142,81,65.33235,146,80,65.258418
142,81,65.348918,145,80,65.274643
142,81,65.365661,144,80,65.291316
145,81,65.382616,145,80,65.30835
150,81,65.3989,147,80,65.324648
157,81,65.415648,151,80,65.341292
167,81,65.432657,156,80,65.358365
178,81,65.448946,165,80,65.374655
189,81,65.465668,174,80,65.391298
198,81,65.482528,184,80,65.408302
204,81,65.498913,192,80,65.424645
207,81,65.515567,198,80,65.441321
207,81,65.532748,201,80,65.458209
204,81,65.54895,200,80,65.474633
200,81,65.565622,197,80,65.491303
196,81,65.582565,192,80,65.508507
192,81,65.598916,186,80,65.524636
187,81,65.615564,179,80,65.541316
183,81,65.632359,173,80,65.558348
179,81,65.648919,168,80,65.574651
176,81,65.665592,163,80,65.591305
173,81,65.682729,159,80,65.608429
171,81,65.698926,157,80,65.624647
169,81,65.715605,155,80,65.641294
168,81,65.732359,156,80,65.658288
167,81,65.748894,156,80,65.674651
166,81,65.765571,158,80,65.691305
164,81,65.782673,159,80,65.70841
161,81,65.798894,161,80,65.724654
159,81,65.81559,162,80,65.741293
157,81,65.832554,162,80,65.758375
154,81,65.848898,163,80,65.774658
152,81,65.865555,162,80,65.791293
150,81,65.882729,161,80,65.808214
147,81,65.898954,160,80,65.824603
145,81,65.915565,158,80,65.841294
144,81,65.932412,157,80,65.858324
142,81,65.948908,156,80,65.874636
141,81,65.96557,155,80,65.891274
140,81,65.982613,154,80,65.908265
140,81,65.998896,153,80,65.924622
139,81,66.015569,153,80,65.941298
139,81,66.03259,152,80,65.958521
138,81,66.048948,152,80,65.974666
137,81,66.065569,151,80,65.991283
137,81,66.082533,151,80,66.008571
138,81,66.098923,150,80,66.024633
139,81,66.115672,150,80,66.041312
143,81,66.132572,151,80,66.058397
149,81,66.148891,155,80,66.074664
157,81,66.165567,160,80,66.091323
166,81,66.182424,168,80,66.108341
174,81,66.198911,176,80,66.124666
182,81,66.215536,185,80,66.141288
188,81,66.232385,194,80,66.158525
191,81,66.248919,200,80,66.174648
192,81,66.265575,203,80,66.191289
191,81,66.282406,203,80,66.208305
188,81,66.298903,200,80,66.224615
184,81,66.315572,196,81,66.241296
181,81,66.332642,190,81,66.258349
177,81,66.34891,183,81,66.274639
173,81,66.365559,177,81,66.291295
169,81,66.382462,171,81,66.308289
168,81,66.39889,166,81,66.324651
166,81,66.41554,162,81,66.341336
165,81,66.432583,160,81,66.358491
164,81,66.448888,159,81,66.37462
163,81,66.465574,159,81,66.391306
161,81,66.482423,160,81,66.408392
160,81,66.498872,162,81,66.424639
158,81,66.51556,163,81,66.441305
157,81,66.532776,165,81,66.458483
155,81,66.548929,166,81,66.474621
153,81,66.565615,167,81,66.491284
152,81,66.582495,167,81,66.508313
150,81,66.598892,166,81,66.524631
149,81,66.615573,166,81,66.541259
147,81,66.632392,165,81,66.558437
146,81,66.648896,164,81,66.574621
145,81,66.665548,162,81,66.591265
144,81,66.682403,161,81,66.60848
143,81,66.69891,160,81,66.624613
142,81,66.715618,159,81,66.641267
142,81,66.732533,159,81,66.658587
142,81,66.748883,158,81,66.674614
141,81,66.765556,157,81,66.691249
141,81,66.782566,156,81,66.708368
141,81,66.79891,156,81,66.724624
142,81,66.815537,155,81,66.741269
143,81,66.832475,154,81,66.758375
146,81,66.848905,155,81,66.774661
150,81,66.865555,157,81,66.791273
156,81,66.882443,161,81,66.808271
164,81,66.898883,167,81,66.824614
171,81,66.915544,174,81,66.841268
180,81,66.932368,183,81,66.858333
187,81,66.948933,193,81,66.874623
192,81,66.965558,201,81,66.891276
194,81,66.982729,206,81,66.908337
195,81,66.998875,208,81,66.924609
193,81,67.015595,208,81,66.941266
190,81,67.032767,205,81,66.958266
187,81,67.048907,200,81,66.974628
183,81,67.06557,194,81,66.991291
180,81,67.082602,187,81,67.008236
177,81,67.098894,181,81,67.0246
174,81,67.115532,175,81,67.041251
173,81,67.132428,170,81,67.058537
171,81,67.148873,168,81,67.074625
171,81,67.165538,165,81,67.09132
170,81,67.182612,164,81,67.108326
169,81,67.198868,164,81,67.124624
169,81,67.21557,165,81,67.141321
168,81,67.232605,166,81,67.158351
168,81,67.248907,167,81,67.174586
167,81,67.265578,168,81,67.191254
166,81,67.2826,168,81,67.208286
164,81,67.298886,168,81,67.224621
163,81,67.315566,168,81,67.241277
161,81,67.33251,168,81,67.258185
160,81,67.348894,167,81,67.274608
158,81,67.365529,166,81,67.291257
157,81,67.382322,164,81,67.308174
156,81,67.39894,162,81,67.324617
155,81,67.415537,161,81,67.341276
154,81,67.432405,159,81,67.358145
153,81,67.44893,157,81,67.374604
152,81,67.465572,156,81,67.39126
152,81,67.482295,155,81,67.408184
151,81,67.498879,154,81,67.424608
151,81,67.515557,153,81,67.441242
151,81,67.532515,152,81,67.458315
151,81,67.5489,151,81,67.47462
153,81,67.565561,151,81,67.491309
157,81,67.582652,151,81,67.508147
163,81,67.598901,153,81,67.524563
171,81,67.615551,158,81,67.541239
182,81,67.632397,166,81,67.558527
192,81,67.648922,174,81,67.574593
202,81,67.665542,185,81,67.591232
210,81,67.682368,194,81,67.608173
215,81,67.698891,202,81,67.624599
216,81,67.715546,207,81,67.641238
216,81,67.732463,209,81,67.65816
213,81,67.748866,208,81,67.674588
209,81,67.765552,204,81,67.691244
204,81,67.782466,200,81,67.708197
199,81,67.798879,194,81,67.724589
194,81,67.815551,187,81,67.741267
190,81,67.832479,180,81,67.758178
186,81,67.848891,174,81,67.774634
183,81,67.865573,169,81,67.79128
181,81,67.882591,166,81,67.808154
179,81,67.898894,164,81,67.82459
178,81,67.91553,163,81,67.841244
176,81,67.932514,163,81,67.858443
175,81,67.948868,164,81,67.874612
173,81,67.965558,166,81,67.891248
171,81,67.982437,167,81,67.90831
169,81,67.998868,168,81,67.924603
168,81,68.015519,168,81,67.941257
165,81,68.032489,168,81,67.958196
163,81,68.048912,167,81,67.974639
160,81,68.065546,166,81,67.991261
158,81,68.082524,164,81,68.008323
156,81,68.098885,162,81,68.02457
154,81,68.115513,160,81,68.041258
153,81,68.132575,158,81,68.058366
152,81,68.148865,156,81,68.074623
151,81,68.165572,155,81,68.091261
150,81,68.182487,154,81,68.108149
149,81,68.198873,153,81,68.124621
148,81,68.215523,152,81,68.141246
147,81,68.232498,151,81,68.158228
146,81,68.248855,150,81,68.174599
146,81,68.265562,149,81,68.191213
146,81,68.282371,148,81,68.208187
148,81,68.298867,148,81,68.224568
151,81,68.315522,149,81,68.241246
158,81,68.332601,151,81,68.258346
166,81,68.348879,157,81,68.274589
176,81,68.365525,165,81,68.29125
186,81,68.382324,175,81,68.308212
196,81,68.398863,185,81,68.3246
204,81,68.41553,196,81,68.341243
209,81,68.432529,204,81,68.358157
211,81,68.448856,209,81,68.374581
210,81,68.46555,211,81,68.391224
208,81,68.482441,209,81,68.408363
205,81,68.498847,206,81,68.424562
201,81,68.515521,200,81,68.441225
197,81,68.533117,194,81,68.45827
192,81,68.548906,187,81,68.474603
188,81,68.565551,180,81,68.49124
185,81,68.582881,174,81,68.508334
182,81,68.598881,169,81,68.524587
180,81,68.615524,165,81,68.541233
179,81,68.632756,163,81,68.558313
178,81,68.648891,161,81,68.57458
177,81,68.665525,161,81,68.591238
176,81,68.682667,162,81,68.608324
174,81,68.698882,164,81,68.624573
173,81,68.71552,165,81,68.641259
170,81,68.732983,166,81,68.658349
168,81,68.748876,166,81,68.674575
167,81,68.765513,166,81,68.691231
164,81,68.78257,165,81,68.708168
162,81,68.798835,164,81,68.72455
159,81,68.815478,162,81,68.741207
157,81,68.832505,160,81,68.758135
155,81,68.848847,159,81,68.774576
154,81,68.865526,157,81,68.791219
152,81,68.882459,155,81,68.808112
151,81,68.898816,154,81,68.824588
150,81,68.915508,153,81,68.841209
149,81,68.932366,152,81,68.858178
147,81,68.948868,151,81,68.874563
146,81,68.965502,150,81,68.89122
146,81,68.982395,149,81,68.908282
146,81,68.998847,148,81,68.924553
146,81,69.015566,148,81,68.941232
148,81,69.032409,147,81,68.958488
153,81,69.048909,148,81,68.974595
161,81,69.065599,151,81,68.991254
170,81,69.08293,156,81,69.008178
181,81,69.098848,164,81,69.024552
192,81,69.11553,172,81,69.041281
202,81,69.13254,183,81,69.05814
210,81,69.148874,193,81,69.074584
215,81,69.165576,201,81,69.091255
216,81,69.182906,207,81,69.108204
215,81,69.198895,209,81,69.124599
212,81,69.215503,208,81,69.141227
208,82,69.232396,205,81,69.15825
203,82,69.248853,199,82,69.174581
197,82,69.265486,193,82,69.191237
192,82,69.282556,186,82,69.208257
188,82,69.298884,180,82,69.224558
184,82,69.315498,173,82,69.241217
181,82,69.332558,168,82,69.258099
179,82,69.348861,165,82,69.274548
176,82,69.36554,163,82,69.291246
175,82,69.382335,163,82,69.308086
173,82,69.398845,163,82,69.324572
171,82,69.415502,164,82,69.341246
170,82,69.432316,166,82,69.358169
168,82,69.448958,168,82,69.37456
167,82,69.465503,168,82,69.391266
165,82,69.482404,169,82,69.408113
162,82,69.498824,169,82,69.424565
160,82,69.515508,168,82,69.441198
157,82,69.532477,168,82,69.458212
155,82,69.548848,166,82,69.474608
152,82,69.56554,164,82,69.491235
150,82,69.582368,162,82,69.508115
148,82,69.598817,160,82,69.524559
147,82,69.61551,159,82,69.541224
145,82,69.632439,158,82,69.55851
144,82,69.648845,157,82,69.574551
143,82,69.665495,156,82,69.591199
142,82,69.682426,156,82,69.608225
141,82,69.698842,155,82,69.624544
140,82,69.715507,154,82,69.641202
139,82,69.732385,153,82,69.658427
139,82,69.748862,153,82,69.674559
140,82,69.765501,153,82,69.69124
143,82,69.782327,154,82,69.708041
148,82,69.798841,157,82,69.724531
156,82,69.815482,163,82,69.741201
164,82,69.832423,169,82,69.758406
172,82,69.848853,179,82,69.774544
181,82,69.865476,189,82,69.791219
187,82,69.882436,199,82,69.808054
191,82,69.898845,207,82,69.824542
192,82,69.915487,212,82,69.841187
191,82,69.932506,213,82,69.858432
188,82,69.948818,212,82,69.874542
185,82,69.965474,208,82,69.89119
180,82,69.982415,202,82,69.908115
176,82,69.99886,196,82,69.92459
173,82,70.015486,189,82,69.941197
170,82,70.032529,182,82,69.958425
168,82,70.048835,176,82,69.974589
167,82,70.06549,172,82,69.991215
166,82,70.082315,168,82,70.008078
165,82,70.098831,167,82,70.024541
165,82,70.115516,166,82,70.041201
164,82,70.132341,167,82,70.058093
163,82,70.148845,168,82,70.074532
162,82,70.1655,169,82,70.091188
161,82,70.1828,170,82,70.108222
159,82,70.198844,171,82,70.124587
157,82,70.215532,172,82,70.141212
156,82,70.233006,172,82,70.158057
154,82,70.248842,171,82,70.174555
152,82,70.265533,170,82,70.19122
151,82,70.282535,169,82,70.208127
150,82,70.298819,168,82,70.224564
149,82,70.315494,167,82,70.241215
149,82,70.332289,165,82,70.258234
148,82,70.348822,164,82,70.274532
148,82,70.365533,162,82,70.291199
148,82,70.38246,161,82,70.3083
148,82,70.398825,159,82,70.324562
149,82,70.415478,158,82,70.341191
149,82,70.432299,158,82,70.358405
149,82,70.448845,157,82,70.374552
149,82,70.465495,157,82,70.391172
150,82,70.482521,156,82,70.408249
153,82,70.498981,156,82,70.424522
158,82,70.515534,158,82,70.441201
164,82,70.532491,161,82,70.458229
172,82,70.548857,167,82,70.474572
181,82,70.565473,175,82,70.491208
191,82,70.582755,185,82,70.508248
198,82,70.598805,196,82,70.524529
204,82,70.615459,205,82,70.541177
207,82,70.632372,211,82,70.558298
207,82,70.648809,215,82,70.574534
205,82,70.665478,215,82,70.591175
202,82,70.68231,212,82,70.608623
199,82,70.698819,207,82,70.624556
195,82,70.715493,201,82,70.641183
190,82,70.7324,194,82,70.658217
187,82,70.748809,187,82,70.674517
184,82,70.765523,180,82,70.69118
181,82,70.782379,175,82,70.708097
179,82,70.798807,170,82,70.724512
177,82,70.815478,167,82,70.741174
176,82,70.832442,166,82,70.758275
175,82,70.848848,165,82,70.774569
174,82,70.865495,165,82,70.791198
172,82,70.882313,167,82,70.808318
171,82,70.898828,168,82,70.824546
169,82,70.915523,169,82,70.841199
168,82,70.932481,169,82,70.858478
166,82,70.948813,170,82,70.874513
164,82,70.965561,169,82,70.89126
162,82,70.982357,168,82,70.908283
160,82,70.998849,167,82,70.9245
158,82,71.015487,165,82,70.941167
157,82,71.032806,162,82,70.958324
156,82,71.048821,161,82,70.974533
155,82,71.065458,158,82,70.991178
154,82,71.082372,157,82,71.008104
153,82,71.098825,155,82,71.024512
153,82,71.115505,154,82,71.041203
153,82,71.132573,153,82,71.058069
153,82,71.148831,152,82,71.074506
152,82,71.165467,151,82,71.091173
152,82,71.182528,150,82,71.108251
152,82,71.198835,149,82,71.12453
154,82,71.215465,148,82,71.141182
157,82,71.232386,148,82,71.158092
164,82,71.248837,149,82,71.174512
173,82,71.265469,153,82,71.191142
185,82,71.282418,160,82,71.208195
197,82,71.298854,168,82,71.224544
208,82,71.315457,179,82,71.241183
217,82,71.332404,191,82,71.258229
222,82,71.348826,200,82,71.274539
224,82,71.365469,208,82,71.291167
223,82,71.382434,211,82,71.308227
220,82,71.398814,211,82,71.324558
216,82,71.415492,208,82,71.341228
211,82,71.432506,203,82,71.358193
206,82,71.44879,196,82,71.374494
201,82,71.465475,188,82,71.391174
196,82,71.482564,181,82,71.40824
191,82,71.498939,173,82,71.424525
188,82,71.515501,168,82,71.441236
185,82,71.532375,163,82,71.458226
182,82,71.548799,159,82,71.474532
180,82,71.565491,157,82,71.491184
178,82,71.58247,156,82,71.50825
176,82,71.598802,157,82,71.524496
174,82,71.615498,158,82,71.541152
171,82,71.632447,160,82,71.558359
169,82,71.648791,162,82,71.574492
167,82,71.665446,162,82,71.591169
165,82,71.682464,163,82,71.608065
162,82,71.698806,163,82,71.62451
160,82,71.715447,161,82,71.641144
158,82,71.732427,160,82,71.658322
156,82,71.748815,158,82,71.674491
155,82,71.76544,156,82,71.691163
154,82,71.782475,154,82,71.708166
153,82,71.798816,152,82,71.724495
153,82,71.81545,150,82,71.741149
153,82,71.832369,149,82,71.758219
152,82,71.848833,147,82,71.774495
152,82,71.865454,147,82,71.791153
151,82,71.882252,146,82,71.808198
151,82,71.898802,145,82,71.824528
150,82,71.915811,144,82,71.841373
150,82,71.932152,143,82,71.857841
149,82,71.948835,142,82,71.874497
150,82,71.965742,142,82,71.891801
153,82,71.98215,143,82,71.907822
158,82,71.998803,146,82,71.924495
166,82,72.01592,152,82,71.941686
175,82,72.032148,161,82,71.957858
186,82,72.048828,171,82,71.974527
196,82,72.066069,183,82,71.991623
205,82,72.082139,195,82,72.007811
211,82,72.098814,204,82,72.02449
214,82,72.115782,211,82,72.041642
213,82,72.132161,214,82,72.05781
211,82,72.148859,214,82,72.074482
207,82,72.16599,210,82,72.092077
202,82,72.182126,205,82,72.107857
197,82,72.198847,198,82,72.124491
192,82,72.215841,191,82,72.141588
187,82,72.232107,183,82,72.157844
183,82,72.248905,176,82,72.174537
179,82,72.265832,170,82,72.191631
176,82,72.282125,167,82,72.20781
